,"NYC Borough, Block and Lot (BBL)",Address 1,City,Postcode
514,1-00752-0001,305 West 28th Street,New York,10001
515,1-00752-0001,365 West 28th Street,New York,10001
516,2-02505-0084,1115 Jerome Avenue,Bronx,10452
517,2-02477-0034,1005 Walton Avenue,Bronx,10452
518,4013010010,40-33 69th St.,Queens,11377
519,3-06765-0012,1530 EAST 19TH STREET,BROOKLYN,11230
520,2-02435-0007,1200 College Ave,Bronx,10456
521,2-02821-0032,1560 Grand Concourse,Bronx,10457
522,2-02537-0047,1425 University Avenue,Bronx,10452
523,2-03304-0030,2700 Grand Concourse,Bronx,10458
524,2-03315-0054,2825 Grand Concourse,Bronx,10468
525,4012380006,39-65 52nd Street,Woodside,11377
526,1-00701-0062,316 11th Avenue,New York,10001
527,3-02332-7501,34 North 6th Street,Brooklyn,11211
528,1013680005,405 EAST 56 STREET,New York,10022
529,1008720035,166 3 AVENUE,New York,10003
530,4-09677-0167,147-28 90 Avenue,Queens,11435
531,1015270028,1571 2 AVENUE,New York,10028
532,1-01524-0001,1225 Park Avenue,New York,10128
533,1-01150-7503,130 West 79th Street,New York,10024
534,1-00864-0041,16 Park Avenue,New York,10016
535,1-01229-7501,203 West 81st Street,New York,10024
536,1-01331-0014,227 East 57th Street,New York,10022
537,1-01569-0010,417-427 East 89th Street,New York,10128
538,4-03353-0059,80-40 Lefferts Boulevard,Jamaica,11415
539,1-02177-0175,860 West 181st Street,New York,10033
540,1-02177-0170,870 West 181st Street,New York,10033
541,1005720038,20 5 Avenue,New York,10011
542,3002210020,80 Cranberry Street,Brooklyn,11201
543,1015340012,217 EAST 88 STREET,New York,10128
544,1013620012,20 Beekman Place,New York,10022
545,1011210017,25 West 68 STREET,New York,10023
546,1-01364-0022,435 East 52 Street,New York,10022
547,1013120033,157 EAST 57 STREET,New York,10022
548,1018750036,892 AMSTERDAM AVENUE,New York,10025
549,1008910039,165 EAST 35 STREET,New York,10016
550,1010290036,910 7 AVENUE,New York,10019
551,1011430060,166 WEST 72 STREET,New York,10023
552,1008940032,137 EAST 38 STREET,New York,10016
553,1008160042,92 5 AVENUE,New York,10011
554,1010080008,139 WEST 55 STREET,New York,10019
555,1011440056,160 WEST 73 STREET,New York,10023
556,1012160140,120 WEST 86 STREET,New York,10024
557,2-02802-0046,255 East 176th Street,Bronx,10457
558,2-03195-0012,2176 Grand Avenue,Bronx,10453
559,2-03311-0072,3175 Grand Concourse,Bronx,10468
560,2-03183-0013,2324 Walton Ave,Bronx,10468
561,2-03142-0018,2050 Valentine Avenue,Bronx,10457
562,2-02846-0047,1549 Townsend Avenue,Bronx,10452
563,1013000050,140 EAST 46 STREET,New York,10017
564,2-03146-0055,2345-2347 Tiebout Avenue,Bronx,10458
565,2-03797-0001,2015 Bruckner Boulevard,Bronx,10472
566,1007720018,235 WEST 22 STREET,New York,10011
567,1015680001,1700 1 AVENUE,New York,10128
568,1008867503,127 EAST 30TH STREET,NEW YORK,10016
569,1014240010,219 EAST 69 STREET,New York,10021
570,1022410014,77 Cooper Street,Manhattan,10034
571,2-02819-0005,1520 Sheridan Avenue,Bronx,10457
572,1-00944-0001,301 East 38th Street,New York,10016
573,2-03211-0009,2170 University Avenue,Bronx,10453
574,2-03343-0359,3341-45 Reservoir Oval,Bronx,10468
575,1-01314-7501,235 East 40th Street,New York,10016
576,2-03197-0001,2280 Grand Avenue,Bronx,10468
577,2-03349-0027,3165 Decatur Avenue,Bronx,10467
578,1-02058-0047,310-18 Convent Avenue,New York,10031
579,1-02070-0012,35 Hamilton Place,New York,10031
580,4020907501,97-12 63 Drive,Queens,11374
581,2-02866-0009,54 West 174th Street,Bronx,10453
582,2-03356-0140,3539 Decatur Avenue,Bronx,10467
583,2-03305-0001,2851-57 Valentine Avenue,Bronx,10458
584,2-04598-0007,3204 Holland Avenue,Bronx,10467
585,4014570001,83-10 35th Avenue,Queens,11372
586,2-02872-0331,1515 Macombs Road,Bronx,10452
587,3-07397-0085,1200 Gravesend Neck Road,Brooklyn,11229
588,2-05481-0048,3255 Randall Avenue,Bronx,10465
589,1-01523-0034,182 East 95th Street,New York,10128
590,1-00016-7509,21 South End Avenue,New York,10280
591,1-01533-0001,201 East 87th Street,New York,10128
592,1-00816-0007,55 West 14th Street,New York,10011
593,1-00132-7501,275 Greenwich Street,New York,10280
594,1-00913-0028,251 East 32nd Street,New York,10016
595,3-08821-0001,"2209, 2229 Knapp Street and 2212 Plumb 1st Street",Brooklyn,11229
596,1-01397-7505,140 East 63rd Street,New York,10065
597,3-08680-0001,40-50 Brighton 1st Road,Brooklyn,11235
598,1-00137-7502,295 Greenwich Street,New York,10280
599,1-00016-7510,99 Battery Place,New York,10280
600,1-00016-7501,377 Rector Place,New York,10280
601,1-00016-7505,380 Rector Place,New York,10280
602,1-00016-7508,200 Rector Place,New York,10280
603,1-01419-7502,200-210 East 65th Street,New York,10021
604,1-01115-7503,30 West 63rd Street,New York,10023
605,1-00016-7506,280 Rector Place,New York,10280
606,1-01250-7503,317 West 89th Street,New York,10024
607,1-00890-0005,15 Park Avenue,New York,10016
608,2-05793-0467,3555 Oxford Avenue,Bronx,10463
609,1-00016-7518,333 Rector Place,New York,10280
610,1-01184-0028,5 Riverside Drive,New York,10023
611,1-00052-0021,125 Cedar Street,New York,10006
612,1-00016-7511,2 South End Avenue,New York,10280
613,1-01240-7502,220 west 93rd street,New York,10025
614,1-00071-0001,160 Front Street,New York,10038
615,1-01891-7502,905 West End Avenue,New York,10025
616,1-01852-0001,765 Amsterdam Avenue,New York,10025
617,1-01325-0024,251 East 51st Street,New York,10022
618,1-01230-0043,222 West 83rd Street,New York,10024
619,1-02179-0099,499 Ft. Washington Avenue,New York,10033
620,1-01341-7505,865 First Avenue,New York,10017
621,1-01542-0019,333 East 79th Steet,New York,10075
622,1-01584-7501,170 East End Avenue,New York,10128
623,1-01412-7502,188 East 78th Street,New York,10075
624,1-01144-0001,175 West 72nd Street,New York,10023
625,1-01144-0061,170 West 73rd Street,New York,10023
626,1-00851-0013,21 East 22nd Street,New York,10010
627,1-01497-0028,45 East 85 Street,New York,10028
628,4-00198-0001,47-50 41st Street,Queens,11104
629,1-01582-0034,530 East 86 Street,New York,10028
630,4-03095-0081,94-01 64th Road,Queens,11374
631,4-02474-0022,51-15 Van Kleeck Street,Queens,11373
632,4-03171-0001,101-01 67th Drive,Queens,11375
633,4-05025-0050,144-67 41st Avenue,Queens,11355
634,3-02324-7501,27 North 6th Street,Brooklyn,11211
635,5-00589-0053,610 Victory Boulevard,Staten Island,10301
636,1-01407-0026,155 East 72nd Street,New York,10021
637,5-00589-0044,630 Victory Boulevard,Staten Island,10301
638,1-01119-0036,2 West 67th Street,New York,10023
639,5-00589-0035,650 Victory Boulevard,Staten Island,10301
640,5-00590-0001,700 Victory Boulevard,Staten Island,10301
641,1-01369-0016,447 East 57th Street,New York,10022
642,1-01331-7502,225 East 57th Street,New York,10022
643,1-01382-0069,860 5th Avenue,New York,10065
644,1-01400-0001,625 Park Avenue,New York,10065
645,1-01514-0069,1035 Park Avenue,New York,10028
646,1-01501-0033,1100 Park Avenue,New York,10128
647,1-01446-7502,308 East 72nd Street,New York,10021
648,1-00170-0020,111 Worth Street,New York,10013
649,1-01718-0037,2 West 120th Street,New York,10027
650,1-00753-7502,308-312 West 30th Street,New York,10001
651,1-01887-0003,323 West 96th Street,New York,10025
652,1-01186-0091,316 West 79 Street,New York,10024
653,1-02064-7502,441 Convent Avenue,New York,10031
654,1-02087-0015,610 Riverside Drive,New York,10031
655,1-02097-0027,3647 Broadway,New York,10031
656,1-02097-0034,3657 Broadway,New York,10031
657,1-02114-0052,509 West 155th Street,New York,10032
658,4-15895-0050,320 Beach 59th St,Arverne,11692
659,3-08821-0010,2251 Knapp St,Brooklyn,11229
660,1-02134-7504,775 Riverside Drive,New York,10032
661,3-06597-0052,1599 West 10th Street,Brooklyn,11204
662,1-02134-7504,156-08 Riverside Drive West,New York,10032
663,1-02168-0001,281-295 Wadsworth Avenue,New York,10040
664,3-06738-0037,1290 East 19th Street,Brooklyn,11230
665,3-06751-0023,1440 East 14th Street,Brooklyn,11230
666,1-02170-0096,4530 Broadway,New York,10040
667,3-06794-0043,1800 East 12th Street,Brooklyn,11229
668,1-02170-0105,11 Hillside Avenue,New York,10040
669,1-02170-0112,25-35 Hillside Avenue,New York,10040
670,3-06766-0057,1901 Avenue P,Brooklyn,11229
671,1-02170-0560,671-681 West 193rd Street,New York,10040
672,3-06741-0054,1215 Avenue N,Brooklyn,11230
673,1-02180-7501,69 Bennett Avenue,New York,10033
674,1-02180-7505,105-115 Bennett Avenue,New York,10033
675,1-02223-0005,241-251 Sherman Avenue,New York,10034
676,4021320054,66-10 Yellowstone Boulevard,Forest Hills,11375
677,1-01320-7505,236 East 47th St,New York,10017
678,1-02237-0023,25 Cumming Street,New York,10034
679,3-01327-0072,105 Lincoln Rd.,Brooklyn,11225
680,1011220023,11 West 69th St,New York,10023
681,1006150086,247 West 12thSt,New York,10011
682,3-00051-7501,84 Front St,Brooklyn,11201
683,1011200011,33 West 67th St,New York,10023
684,1-01370-7501,40 Sutton Place,New York,10022
685,1011860059,321 West 78th St,New York,10024
686,1011247501,40 West 72nd St,New York,10023
687,3-00253-0053,60 Remsen St,Brooklyn,11201
688,1015157501,110 East 87th St,New York,10128
689,1008470038,222 Park Ave South,New York,10003
690,1010460013,345 West 55th St,New York,10019
691,1013700046,400 East 59th St,New York,10022
692,1-01464-7501,400 East 70th St,New York,10021
693,1010100061,180 West 58th St,New York,10019
694,1013770029,45 East 62nd St,New York,10065
695,1018700004,800 West End Ave,New York,10025
696,1011210036,88 Central Park West,New York,10023
697,1011220029,91 Central Park West,New York,10023
698,1014080001,785 Park Ave,New York,10075
699,1-01493-7501,1080 Madison Avenue,New York,10028
700,1-01407-0033,165 East 72nd St,New York,10021
701,1-01499-0020,47 East 87th Street,New York,10128
702,1-01496-7501,30 East 85th Street,New York,10028
703,1-01349-7501,345 East 56th St,New York,10022
704,1008910066,136 East 36th St,New York,10016
705,1-01233-0033,200 West 86th Sreet,New York,10024
706,1-01877-0001,924 West End Avenue,New York,10025
707,1-01509-0056,120 East 81st Street,New York,10028
708,3063310018,2250 83rd St,Brooklyn,11214
709,3072980007,2370 Ocean Ave,Brooklyn,11229
710,3050800054,20 St. Paul's Court,Brooklyn,11226
711,4104610057,88-73 193rd St,Queens,11423
712,1012170064,176 West 87th St,New York,10024
713,1-01566-0017,445 East 86th St,New York,10028
714,1-01417-0001,201 East 62nd Street,New York,10065
715,1-01386-0049,30 East 72nd Street,New York,10021
716,1-01576-0027,10 East End Avenue,New York,10065
717,4-05053-0021,147-05 Sanford Avenue,Queens,11355
718,1-01599-7502,40 West 116th Street,New York,10026
719,1-01331-7501,200 East 58th St,New York,10022
720,1012520034,210 Riverside Dr,New York,10025
721,1-00900-0001,201 East 19th St,New York,10003
722,4-03105-0001,61-10 Alderton Street,Queens,11374
723,1008990040,222 East 19th St,New York,10003
724,3-01189-0007,881 WASHINGTON AVENUE,BROOKLYN,11225
725,2-03281-0040,357 E 201st Street,Bronx,10458
726,1-02180-0067,56 Bennett Avenue,New York,10033
727,3-07674-0039,1877 Ocean Ave.,Brooklyn,11230
728,1020530033,321 Edgecombe Ave.,New York,10031
729,1020530033,321 Edgecombe Ave.,New York,10031
730,2028080032,163 East 178th Street,Bronx,10453
731,2028080032,163 East 178th Street,Bronx,10453
732,1021360150,657 West 161st Street,New York,10032
733,1021360150,657 West 161st Street,New York,10032
734,1021360160,667 West 161st Street,New York,10032
735,1021360160,667 West 161st Street,New York,10032
736,1021360205,671 West 162nd Street,New York,10032
737,1021360205,671 West 162nd Street,New York,10032
738,1021360120,674 West 161st Street,New York,10032
739,1021360120,674 West 161st Street,New York,10032
740,2024760044,955 Walton Avenue,Bronx,10452
741,2024760044,955 Walton Avenue,Bronx,10452
742,2024630021,1153 Grand Concourse,Bronx,10452
743,2024630021,1153 Grand Concourse,Bronx,10452
744,2025060016,1204 Shakespeare Avenue,Bronx,10452
745,2025060016,1204 Shakespeare Avenue,Bronx,10452
746,2028210061,1551 Sheridan Avenue,Bronx,10457
747,2028210061,1551 Sheridan Avenue,Bronx,10457
748,2038030001,2003-5-9 Gleason Avenue,Bronx,10472
749,2038030001,2003-5-9 Gleason Avenue,Bronx,10472
750,1-01507-7502,3 East 95th St,New York,10128
751,3-05841-0001,6623 Ridge Blvd.,Brooklyn,11220
752,3-05233-0015,612 Argyle Rd.,Brooklyn,11230
753,3-06748-0045,1866 Ocean Ave.,Brooklyn,11230
754,3064670012,8831 20 AVE PLPM,Brooklyn,11214
755,3064670012,8831 20 AVE PLPM,Brooklyn,11214
756,5005930590,434 HOWARD AVE OM,Staten Island,11233
757,5005930590,434 HOWARD AVE OM,Staten Island,11233
758,1-00029-7501,56 Beaver St. (Alt: 48 Beaver St.),Manhattan,10004
759,3066000045,209 AVENUE P,Brooklyn,11204
760,2-03256-0053,2800 Heath Avenue,Bronx,10463
761,2-03335-0005,3155 Rochambeau Avenue,Bronx,10467
762,2-03668-0001,955 Underhill Avenue,Bronx,10473
763,3-04667-0001,9201 Kings Highway,Brooklyn,11212
764,2-04342-0010,2280-2300 Olinville Avenue,Bronx,10467
765,2-02556-0002,350 St. Ann's Avenue,Bronx,104542130
766,2-04426-0017,2440 Olinville Avenue,Bronx,10467
767,2-05057-0027,4360 Baychester Avenue,Bronx,10466
768,2-05760-0100,3410 Kingsbridge Avenue,Bronx,10463
769,2-05760-0112,3424 Kingsbridge Avenue,Bronx,10463
770,2-05761-0444,3425 Kingsbridge Avenue,Bronx,10463
771,3-07299-0071,2387 Ocean Avenue,Brooklyn,11229
772,3-00258-0017,24-32 Joralemon Street,Brooklyn,11201
773,3-01189-0017,916 Carroll Street,Brooklyn,11225
774,3-01189-0020,932 Carroll Street,Brooklyn,11225
775,3-01190-7501,12-34 Crown Street,Brooklyn,11225
776,3-01280-0058,979-993 Carroll Street,Brooklyn,11225
777,3-04588-0001,457 Schenectady Avenue,Brooklyn,11203
778,3-06826-0077,2285 Ocean Avenue,Brooklyn,11229
779,3-06663-0023,1755 Ocean Parkway,Brooklyn,11223
780,3-06738-0024,1270 East 19th Street,Brooklyn,11230
781,3-06731-0039,1280 East 12th Street,Brooklyn,11230
782,3-06622-0001,130 Avenue P,Brooklyn,11204
783,3-07344-0020,2134 Homecrest Ave,Brooklyn,11229
784,3-07380-0071,2245 E. 19th Street,Brooklyn,11229
785,1-02175-0128,30 Dongan Pl,New York,10040
786,1-02136-0190,91 Fort Washington Avenue,New York,10032
787,3-05026-0264,225 Parkside Avenue,Brooklyn,11226
788,1-01351-0017,339 East 58th Street,Manhattan,10022
789,3-05055-0065,85 Clarkson Avenue,Brooklyn,11226
790,3-05065-0040,176 Clarkson Avenue,Brooklyn,11226
791,3-05082-0079,115 East 21st Street,Brooklyn,11226
792,3-05080-0024,470 Ocean Avenue,Brooklyn,11226
793,3-05084-0080,143 Linden Boulevard,Brooklyn,11226
794,3-05085-0027,222 Lenox Road,Brooklyn,11226
795,3-05121-0026,240 East 18th Street,Brooklyn,11226
796,3-05124-0026,681 Ocean Avenue,Brooklyn,11226
797,3-05152-0001,2102 Beverly Road,Brooklyn,11226
798,3-05159-0053,405 East 16th Street,Brooklyn,11226
799,3-05161-0014,330 East 19th Street,Brooklyn,11226
800,3-05185-0016,426 East 22nd Street,Brooklyn,11225
801,2-04285-0016,2041-47 Holland Avenue,Bronx,10462
802,1-00877-0084,102 East 22 Street,New York,10010
803,3-05770-0036,880 68th Street,Brooklyn,11220
804,1-01223-7501,180 West 93 St,New York,10025
805,3-05770-0045,877 Bay Ridge Avenue,Brooklyn,11220
806,2-04173-0029,1610 Mahan Avenue,Bronx,10461
807,3-06694-0072,1280 Ocean Avenue,Brooklyn,11230
808,3-05874-0063,555 Ovington Avenue,Brooklyn,11209
809,1-01883-7502,520 West 112 St,New York,10025
810,3-06721-0070,1554 Ocean Avenue,Brooklyn,11230
811,3-06124-0012,120 96th Street,Brooklyn,11209
812,3-07159-0146,815 Gravesend Neck Road,Brooklyn,11223
813,3-06835-0026,3202 Nostrand Avenue,Brooklyn,11229
814,1-00868-7501,35 East 38 Street,New York,10016
815,3-06124-0005,9601 Shore Road,Brooklyn,11209
816,1-01253-7503,230 Riverside Drive,New York,10025
817,3-07611-0054,2400 Nostrand Avenue,Brooklyn,11210
818,4-00166-0006,45-35 44th Street,Queens,11104
819,1-01888-0010,305 West 98 Street,New York,10025
820,4-01249-0033,76-09 34th Avenue,Queens,11372
821,4-01304-0071,72-09 - 72-19 41st Avenue,Queens,11377
822,1-01507-0001,1140 Fifth Avenue,New York,10128
823,1-01229-0061,450 West End Avenue,New York,10024
824,4-01446-0033,85-05 35th Avenue,Queens,11372
825,4-01455-0001;4-01455-0055,94-06 34th Avenue,Queens,11372
826,1-01370-0015,425 East 58th Street,New York,10022
827,4-01460-0001,86-06 35th Avenue,Queens,10065
828,1-01126-0014,23 West 73 Street,New York,10023
829,1-01169-0037,210 West 78 Street,New York,10023
830,4-01504-0062,40-45 Hampton Street,Queens,11373
831,4-01504-0068,40-35 Hampton Street,Queens,11373
832,4-00577-0023,25-02 - 25-20 30th Road,Queens,11102
833,4-01504-0080,40-15 Hampton Street,Queens,11373
834,4-01505-0001,40-05 Ithaca Street,Queens,11373
835,4-01506-0047,40-66 Ithaca Street,Queens,11373
836,4-01518-0060,84-49 Elmhurst Avenue,Queens,11373
837,1-01878-7501,272 West 107 Street,New York,10025
838,4-01518-0050,85-05 Elmhurst Avenue,Queens,11373
839,1-00887-0014,121 East 31st Street,New York,10016
840,4-02111-7501,99-40 63rd Road,Queens,11375
841,1-01869-7502,780 West End Avenue,New York,10025
842,4-03104-0023,63-74 Austin Street,Queens,11374
843,4-03258-7501,109-20 Queens Boulevard,Queens,11375
844,4-05040-7502,132-35 Sanford Avenue,Queens,11355
845,1-01428-0045,200 East 74 Street,New York,10021
846,2031140067,2363 Southern Boulevard,Bronx,10460
847,2031140067,2363 Southern Boulevard,Bronx,10460
848,3012210001,769 St. Marks Avenue,Brooklyn,11213
849,3012210001,769 St. Marks Avenue,Brooklyn,11213
850,3046500052,9502 Kings Highway,Brooklyn,11212
851,3046500052,9502 Kings Highway,Brooklyn,11212
852,1-01246-0036,515 West End Avenue,New York,10024
853,1-01379-0051,30 East 65 St.,New York,10065
854,1-01888-7503,817 West End Avenue,New York,10025
855,2033090031,P.O. BOX 300513,BROOKLYN,11230
856,2032250027,P.O. BOX 300513,BROOKLYN,11230
857,2031790041,P.O. BOX 300513,BROOKLYN,11230
858,2030220001,P.O. BOX 300513,BROOKLYN,11230
859,1016300041,P.O. BOX 300513,BROOKLYN,11230
860,1-01039-0032,300 West 49th Street,New York,10019
861,1-00879-0017,131 East 23 Street,New York,10010
862,1-01472-0022,445 East 77th Street,New York,10075
863,1-01511-0008,115 East 82nd Street,New York,10028
864,1-01878-0021,211 West 106th Street,New York,10025
865,1-01878-0025,207 West 106th Street,New York,10025
866,1-02149-0108,495 West 187th Street,New York,10033
867,1-02179-0100,481 Fort Washington Ave,New York,10033
868,1-02149-0097,490 West 187th Street,New York,10033
869,1-02149-0120,485 West 187th Street,New York,10033
870,1-02176-0115,736 West 181st Street,New York,10033
871,1-02180-0046,55 Overlook Terrace,New York,10033
872,1-02248-0117,110 Seaman Avenue,New York,10034
873,2-02483-0059,831 Gerard Avenue,Bronx,10451
874,1-02241-0025,4915 Broadway,New York,10034
875,1-02180-0497,195 Bennett Avenue,NEW YORK,10040
876,4-15771-0038,22-11 Brookhaven Avenue,Queens,11691
