ID,Address,City,State,Zip Code,Census Tract,BBL
10439,63-61 99th St,Flushing,NY,11374,36081072100,4-02112-0001
10440,111-14 76th Ave,Forest Hills,NY,11375,36081076901,4-03340-7501
10441,63-60 102nd St,Rego Park,NY,11374,36081072100,4-02112-7501
10442,30-11 Parsons Blvd,Flushing,NY,11354,36081115900,4-04788-0008
10443,68-10 108th St,Flushing,NY,11375,36081074100,4-02158-0028
10444,142-10 Roosevelt Ave,Flushing,NY,11354,36081085500,4-05021-0008
10445,142-41 41st Ave,Flushing,NY,11355,36081085500,4-05021-0031
10446,71-11 Yellowstone Blvd,Forest Hills,NY,11375,36081071100,4-03191-0001
10447,143-8 Roosevelt Ave,Flushing,NY,11354,36081085500,4-05023-0007
10448,85-15 Main St,Jamaica,NY,11435,36081022002,4-09651-7501
10449,84-31 Van Wyck Expy,Jamaica,NY,11435,0,4-09648-0024
10450,83-19 141st St,Briaiwood,NY,11435,36081022001,4-09719-0002
10451,142-10 82nd Dr,Queens,NY,11435,0,4-09719-0002
10452,84-10 Main St,Briarwood,NY,11435,36081022001,4-09719-0002
10453,220 East 26th St,New York,NY,10010,36061006600,1-00906-0042
10454,7001 BRUSH HOLLOW ROAD,WESTBURY,NY,11590,0,1-01038-7501
10455,107-19 70st Ave,Flushing,NY,11375,0,4-02214-0040
10456,82-06 & 82-16 34th Avenue,Jackson Heights,NY,11372,0,4-01443-0001
10457,68 Richardson Street,Brooklyn,NY,11211,36047051500,3-02732-0005
10458,135 Amersfort Place,Brooklyn,NY,11210,36047077400,3-07556-0018
10459,1335 50th Street,Brooklyn,NY,11219,36047023600,3-05642-0061
10460,1829 Caton Avenue,Brooklyn,NY,11226,36047050804,3-05061-0049
10461,667 Ocean Ave,Brooklyn,NY,11226,36047051001,3-05124-0033
10462,48 St. Paul's Place,Brooklyn,NY,11210,36047050804,3-05058-0040
10463,543 Ocean Ave,Brooklyn,NY,11226,36047051002,3-05101-0090
10464,715 E 32 Street,Brooklyn,NY,11210,36047078602,3-07560-0034
10465,133 Beach 120th St,Rockaway Park,NY,11694,36081093402,4-16230-0039
10466,48-1045 STREET,Woodside,NY,11377,0,4-02288-0027
10467,253 W 16th St,New York,NY,10011,36061008100,1007660009
10468,320 W 90th St,New York,NY,10024,36061017500,1012500110
10469,11405 170 St,Queens,NY,11434,0,4-12334-0273
10470,701 Fenimore St. HH,Brooklyn,NY,11203,36047087401,3048130001
10471,417 West 120th Street,New York,NY,10027,36061020701,1019630006
10472,1022 East 36th Street,Brooklyn,NY,11210,36047074000,3-07617-0063
10473,1670 East 174th Street,Bronx,NY,10472,36005006400,2038700028
10474,1590 UNDERCLIFF AVE,Bronx,NY,10453,36005020501,2028770166
10475,1196 Eastern Parkway,Brooklyn,NY,11213,36047034902,3013970035
10476,1691 East 174th Street,Bronx,NY,10472,36005006400,2038920001
10477,1690 East 174th Street,Bronx,NY,10472,36005006400,2038710030
10478,752 60 St,Brooklyn,NY,11220,36047011800,3-05785-0023
10479,762 60 St,Brooklyn,NY,11220,36047011800,3-05785-0028
10480,1022 East 36th Street,Brooklyn,NY,11210,36047074000,3-07617-0063
10481,148 E 33rd St,New York,NY,10016,36061007200,1008880051
10482,814 Kings Highway,Brooklyn,NY,11223,36047041800,3-06665-0040
10483,802 Kings Highway,Brooklyn,NY,11223,36047041800,3-06665-0034
10484,1417 Prospect Place,Brooklyn,NY,11213,36047034700,3-01361-0076
10485,35-60 74th Street,Queens,NY,11372,36081028900,0
10486,302 - 340 101st St,Brooklyn,NY,11209,36047005602,3-06137-0200
10487,60 Broadway,Brooklyn,NY,11249,36047054900,3-02130-7501
10488,877 Empire Boulevard,Brooklyn,NY,11213,36047035500,3014240057
10489,959-999 East 108th Street,Brooklyn,NY,11236,36047101800,3082350315
10490,1001-1031 East 108th Street,Brooklyn,NY,11236,36047101800,3082350289
10491,2662 Ocean Avenue,Brooklyn,NY,11229,36047059200,3073800013
10492,305 95th Street,Brooklyn,NY,11209,36047005400,3061140001
10493,410 Marlboro Road,Brooklyn,NY,11226,0,3051570021
10494,443 95th Street,Brooklyn,NY,11209,36047016200,3061180042
10495,557 85th Street,Brooklyn,NY,11215,36047014200,3-06027-0045
10496,3111 Brighton 7th St.,Brooklyn,NY,11235,36047036002,3-08692-0001
10497,39 Pearl Street,Brooklyn,NY,11201,36047002100,3-00030-0007
10498,39 Pearl Street,Brooklyn,NY,11201,36047002100,3-00030-0007
10499,410 East 25th Street,Brooklyn,NY,11226,36047079002,3-05211-0011
10500,2 Stoddard Place,Brooklyn,NY,11225,36047032300,3-01304-0024
10501,204 W 101st St,New York,NY,10025,36061018700,1018720037
10502,45 Plaza Street West,Brooklyn,NY,11217,36047015900,3-01064-0021
10503,1864 Adam Clayton Powell Blvd,New York,NY,10026,0,1-01829-0029
10504,415 Leonard St.,Brooklyn,NY,11222,36047051500,3027227501
10505,205 West 101st Street,New York,NY,10025,36061018700,1018730027
10506,38-30 Douglaston Parkway,New York,NY,11363,36081148300,4080590001
10507,28-22 Astoria Blvd,Astoria,NY,11102,36081006900,4005967501
10508,81-40 Lefferts Blvd.,Kew Gardens,NY,11415,36081077500,4033320013
10509,29-17 148th Street,Flushing,NY,11354,36081104700,4048070041
10510,29-01 148th Street,Flushing,NY,11354,36081104700,4048070049
10511,618 West 177th Street,New York,NY,10033,36061026300,1-02144-0017
10512,619 West 176th Street,New York,NY,10033,36061026300,1-02144-0013
10513,1360 Plimpton Avenue,Bronx,NY,10452,36005021100,2-02521-0005
10514,800 Riverside Drive,New York,NY,10032,36061024100,1-02134-0195
10515,157 East 72nd Street,New York,NY,10021,36061012800,1-01407-7501
10516,37-43 Bridge Street,Brooklyn,NY,11201,36047002100,3-00032-7501
10517,31-85 Crescent Street,Queens,NY,11106,36081007500,4-00579-0018
10518,11 North Moore Street,New York,NY,10013,36061003300,1-00190-7509
10519,305 East 24th Street,New York,NY,10010,36061006600,1-00930-0001
10520,141 East 3rd Street,New York,NY,10009,36061003200,1-00431-0031
10521,77 Bleecker Street,New York,NY,10012,36061005501,1-00532-0020
10522,35 - 45 East 9th Street,New York,NY,10003,36061005900,1-00561-0045
10523,25 Greenwich Avenue,New York,NY,10014,36061007100,1-00611-0065
10524,10 West 15th Street,New York,NY,10011,36061005400,1-00816-0031
10525,159 Madison Avenue,New York,NY,10016,36061007400,1-00862-0024
10526,142 East 16th Street,New York,NY,10003,36061005000,1-00871-0044
10527,225 East 36th Street,New York,NY,10016,36061007800,1-00917-0017
10528,303 East 33rd Street,New York,NY,10016,36061007001,1-00939-7501
10529,210 Central Park South,New York,NY,10019,36061013700,1-01030-0039
10530,130 East 18th Street,New York,NY,10003,36061005000,1-00873-0019
10531,529 West 42nd Street,New York,NY,10036,36061012901,1-01071-7502
10532,52 Riverside Drive,New York,NY,10024,36061016300,1-01186-0051
10533,310 East 49th Street,New York,NY,10017,36061009000,1-01341-0044
10534,1041 Pugsley Avenue,Bronx,NY,10472,36005004001,2-03788-0021
10535,25 West 54th Street,New York,NY,10019,36061010400,1-01270-0017
10536,240 East 79th Street,New York,NY,10075,36061013400,1-01433-0031
10537,315 East 70th Street,New York,NY,10021,36061012601,1-01445-0007
10538,508 - 516 East 78th Street,New York,NY,10021,36061013202,1-01489-0037
10539,440 East 79th Street,New York,NY,10075,36061013203,1-01473-0018
10540,509 - 517 East 77th Street,New York,NY,10021,36061013202,1-01489-0008
10541,153 East 87th Street,New York,NY,10128,36061014802,1-01516-7501
10542,25 Beekman St,New York,NY,10038,36061001501,1000920034
10543,444 East 86th Street,New York,NY,10028,36061014401,1-01565-0029
10544,2575 Palisade Avenue,Bronx,NY,10463,36005029301,2-05745-0305
10545,5601 Riverdale Avenue,Bronx,NY,10471,36005032300,2-05953-0545
10546,545 West 111th Street,New York,NY,10025,36061019900,1-01883-7501
10547,822 West 187th Street,New York,NY,10033,36061027500,1-02179-0466
10548,2427 East 29th Street,Brooklyn,NY,11235,36047059402,3-07422-1042
10549,1966 Newbold Avenue,Bronx,NY,10472,0,2-03794-0013
10550,411 W 55th St,New York,NY,10019,36061013900,1010650025
10551,67-76 Booth Street,Queens,NY,11375,36081071305,4-03167-0028
10552,83-85 116th Street,Queens,NY,11418,36081013400,4-03321-7501
10553,1720 Mayflower Avenue,Bronx,NY,10461,36005026601,2-04162-0002
10554,205 Water Street,Brooklyn,NY,11201,36047002100,3-00031-7503
10555,201 East 15th Street,New York,NY,10003,36061004800,1-00897-0001
10556,65 West 95th Street,New York,NY,10025,36061018100,1-01209-0006
10557,40 Prospect Park West,Brooklyn,NY,11215,36047016500,3-01075-0035
10558,2350 Beaumont Ave,Bronx,NY,10458,36005039100,2-03103-0026
10559,135 Ocean Parkway,Brooklyn,NY,11218,36047050402,3-05329-0072
10560,41-02 Queens Boulevard,Queens,NY,11104,36081018102,4-00192-7501
10561,45 Kew Gardens Road,Queens,NY,11415,36081021601,4-03358-0040
10562,607 Hudson Street,New York,NY,10014,36061007900,1-00624-7505
10563,172 West 79th Street,New York,NY,10024,36061016500,1-01150-7504
10564,110 West 86th Street,New York,NY,10024,36061016900,1-01216-7502
10565,160 East 22nd Street,New York,NY,10010,36061006800,1-00877-7501
10566,76 North 4th Street,Brooklyn,NY,11249,36047055500,3-02350-7502
10567,306 Gold Street,Brooklyn,NY,11201,36047001501,3-00133-7501
10568,150 West 87th Street,New York,NY,10024,36061017300,1-01217-0050
10569,42 Crosby Street,New York,NY,10012,36061004500,1-00483-7503
10570,1212 Lincoln Place,Brooklyn,NY,11213,36047035301,3013890012
10571,506 Tinton Avenue,Bronx,NY,10455,36005003100,2-02582-0022
10572,514 Tinton Avenue,Bronx,NY,10455,36005003100,2-02582-0026
10573,520 Tinton Avenue,Bronx,NY,10455,36005003100,2-02582-0030
10574,726 Washington Street,New York,NY,10014,36061007500,1-00638-0019
10575,1315 Eastern Parkway,Brooklyn,NY,11233,36047035900,3-01393-0072
10576,1517 Ocean Avenue,Brooklyn,NY,11230,36047076200,3-07602-0035
10577,352 Eastern Parkway,Brooklyn,NY,11225,36047032500,3-01266-0012
10578,312 West 93rd Street,New York,NY,10025,36061017900,1-01252-0027
10579,174 Pacific Street,Brooklyn,NY,11201,36047004500,3/00292/0016
10580,567 West 170th Street,New York,NY,10032,36061025300,1-02127-0001
10581,240 Cabrini Blvd,New York,NY,10033,36061027500,1-02179-0269
10582,51 Bennett Ave,New York,NY,10033,36061027100,1-02180-0092
10583,639 W 204th St,New York,NY,10034,36061029300,1-02235-0047
10584,"3024 Kingsbridge Ave,",Bronx,NY,10463,36005028900,2-05703-0175
10585,85-14 BROADWAY,Queens,NY,11373,36081048500,4-00576-0005
10586,31 Union Square West,New York,NY,10003,36061005200,1-00844-0017
10587,669 Hudson St,New York,NY,10014,36061007900,1-00629-0001
10588,820 RIVERSIDE DRIVE,NEW YORK,NY,10032,36061024700,1-02136-0013
10589,119-20 Union Tpke,Queens,NY,11415,36081077300,4-03348-0021
10590,130 Wadsworth Ave,New York,NY,10033,36061026300,1-02163-0034
10591,2166 8 Avenue New York,New York,NY,10026,36061021800,1-01922-0061
10592,220 Wadsworth Ave,New York,NY,10033,36061027100,1-02167-0024
10593,10 E 30th St,New York,NY,10016,36061007400,1008590077
10594,221 Wadsworth Ave,New York,NY,10033,36061027100,1-02166-0001
10595,282 W 117th St,New York,NY,10026,36061021800,1-01922-0061
10596,285 Fort Washington Ave,New Yok,NY,10032,36061025500,1-02139-0343
10597,336 Fort Washington Ave,New Yok,NY,10033,36061026300,1-02142-0161
10598,40 Arden St,New York,NY,10040,36061028500,1-02174-0166
10599,603 Academy St,New York,NY,10034,36061029100,1-02225-0042
10600,643 W 171st St,New York,NY,10032,36061025300,1-02142-0061
10601,65 Seaman Ave,New York,NY,10034,36061029500,1-02239-0001
10602,854 W 180th St,New York,NY,10033,36061026500,1-02177-0163
10603,10 E 30th St,New York,NY,10016,36061007400,1008590077
10604,300 Sullivan Place,Brooklyn,NY,11225,36047032100,3013080036
10605,355 Lefferts Ave.,Brooklyn,NY,11225,36047032900,3013210053
10606,31 East 31st Street,Brooklyn,NY,11226,36047082400,3048850054
10607,107 Linden Street,Brooklyn,NY,11221,36047041700,3033230064
10608,45 OCEAN AVENUE,Brooklyn,NY,11225,36047032700,3050240023;3050240026;3050240019
10609,45 OCEAN AVENUE,Brooklyn,NY,11225,36047032700,3050240019
10610,45 OCEAN AVENUE,Brooklyn,NY,11225,36047032700,3050240023
10611,45 OCEAN AVENUE,Brooklyn,NY,11225,36047032700,3114557
10612,148 E 33rd St,New York,NY,10016,36061007200,1008880051
10613,204 W 101st St,New York,NY,10025,36061018700,1018720037
10614,205 West 101st Street,New York,NY,10025,36061018700,1018730027
10615,25 Beekman St,New York,NY,10038,36061001501,1000920034
10616,411 W 55th St,New York,NY,10019,36061013900,1010650025
10617,1404 Noble Avenue,Bronx,NY,10472,36005007600,2-03894-0005
10618,2716 Marion Ave,Bronx,NY,10458,36005040502,2-03283-0013
10619,156 East 54th Street Brooklyn,New York,NY,11203,36047086600,3-04659-0012
10620,1902 Adam Clayton Powell Jr Blvd,New Yok,NY,10026,36061021800,1-01831-0029
10621,2408-12 Amsterdam Ave,New Yok,NY,10033,36061026100,1-02152-0048
10622,2409 Creston Avenue Bronx,New York,NY,10468,36005023703,2-03173-0050
10623,2420 Creston Avenue Bronx,New York,NY,10468,36005023703,2-03165-0024
10624,2725 Marion Avenue Bronx,New York,NY,10468,0,2-03288-0001
10625,3405 Kossuth Avenue Bronx,New York,NY,10467,36005042100,2-03327-0060
10626,5101 13th Avenue Brooklyn,New York,NY,11219,36047023600,3-05656-0006
10627,5115 13th Avenue Brooklyn,New York,NY,11219,36047023600,3-05656-0001
10628,600 West 141st Street New Yok,New York,NY,10031,36061022500,1-02088-0036
10629,601 West 140th Street New Yok,New York,NY,10031,36061022500,1-02088-0029
10630,601 West 144th Street New Yok,New York,NY,10031,36061022900,1-02091-0032
10631,718 West 178th Street New Yok,New York,NY,10033,36061026500,1-02176-0011
10632,142 44th St,Brooklyn,NY,11232,36047001803,3-00735-0060
10633,835 Ocean Ave,Brooklyn,NY,11226,36047051602,3-05163-0048
10634,3096 Brighton 6th St,Brooklyn,NY,11235,36047036002,3-08689-0045
10635,133-01 Sanford Ave,Flushing,NY,11354,36081084902,4-05042-0001
10636,89-20 Park Ln S,Jamaica,NY,11421,36081001400,4-08876-0006
10637,313-317 West 98th Street,New York,NY,10025,36061018700,1-01888-0007
10638,56-10 94 STREET,ELMHURST,NY,11373,36081068300,4-01872-0025
10639,157-11 SANFORD AVENUE,FLUSHING,NY,11355,36081116700,4-05330-0001
10640,47-46 40 STREET,Queens,NY,11104,36081018900,4-00199-0052
10641,33-06 Crescent Street,Astoira,NY,11106,36081005300,4-00565-0023
10642,41-06 50th Street,Queens,NY,11377,36081025301,4-00134-0029
10643,42-18 201st Street,Bayside,NY,11361,36081146300,4-06258-0016
10644,85-28 118th St,Jamaica,NY,11415,36081013200,4-09260-0018
10645,29-24 21st Ave,Astoria,NY,11105,36081011300,4-00846-0038
10646,213 West 23rd St,NEW YORK,NY,10011,36061009100,1-00773-7502
10647,20 Clinton Street,New York,NY,10002,36061002201,1-00350-7501
10648,201 West 107 Street,New York,NY,10025,36061019500,1-01879-0029
10649,305 East 61 Street,New York,NY,10065,36061011000,1-01436-0005
10650,374 Broome Street,New York,NY,10013,36061004100,1-00480-7502
10651,46 Lispenard Street,New York,NY,10013,36061003300,1-00194-7507
10652,88 Franklin Street,New York,NY,10013,36061003300,1-00175-7505
10653,230 East 79th Street,New York,NY,10075,36061013400,1-01433-0034
10654,115 W 104th St,New York,NY,10025,36061018900,1-01859-0024
10655,97-07 67th Avenue,Queens,NY,11374,36081071100,4-03155-0055
10656,"3551 DEKALB AVENUE,",BRONX,NY,10467,36005043101,2-03328-0039
10657,699 WEST 239 STREET,BRONX,NY,10463,36005030900,2-05920-0687
10658,679 WEST 239 STREET,BRONX,NY,10463,36005030900,2-05920-0510
10659,221-15 Northern Blvd,Bayside,NY,11361,36081147100,4-06328-7501
10660,63-45 Wetherole St,Flushing,NY,11374,36081069300,4-03093-0055
10661,364 LINCOLN PLACE,BROOKLYN,NY,11238,36047021500,3011790037
10662,101 OCEAN PARKWAY,BROOKLYN,NY,11218,36047050401,3053210001
10663,500 Cathedral Pkwy New York,New York,NY,10025,0,1-01881-0035
10664,86-55 Broadway,Queens,NY,11373,36081047300,4-01842-7502
10665,339 5th Ave,New York,NY,10016,36061007400,1-00863-0001
10666,111 W 94th St,New York,NY,10025,36061018100,1-01225-0023
10667,132 west 22nd st,New York,NY,10011,36061008700,1-00797-7503
10668,1200 Broadway,New York,NY,10001,36061007600,1-00831-0020
10669,1361 Madison Ave,New Yok,NY,10128,36061016001,1-01507-0021
10670,200 Mercer Street,New York,NY,10012,36061005501,1-00523-0032
10671,209 W 104th St,New York,NY,10025,36061019100,1-01876-7501
10672,227 Central Park West,New York,NY,10024,36061016900,1-01196-0035
10673,245 W 74th St,New York,NY,10023,36061016300,1-01166-0007
10674,250 W 75th St,New York,NY,10023,36061016300,1-01166-0058
10675,28-30 W 86th St,New York,NY,10024,36061016900,1-01199-7502
10676,335 Carroll Street,Brooklyn,NY,11231,36047007500,3-00444-0061
10677,3 E 85th St,New York,NY,10028,36061015001,1-01497-0005
10678,32 West 18th Street,New York,NY,10011,36061005400,1-00819-7503
10679,320 E 83rd St,New York,NY,10028,36061013800,1-01545-0039
10680,325 Central Park West,New York,NY,10025,0,1-01206-0032
10681,329 W 108th St,New York,NY,10025,36061019500,1-01893-0006
10682,335 W 38th St,New York,NY,10018,36061011500,1-00762-0014
10683,345 W 70th St,New York,NY,10023,36061015900,1-01182-0012
10684,352 W 110th St,New York,NY,10025,36061019300,1-01845-7502
10685,41 E 28th St,New York,NY,10016,36061007400,1-00858-0032
10686,45 West 11th Street,New York,NY,10011,36061006300,1-00575-0072
10687,450 W 147th St,New Yok,NY,10031,36061023100,1-02061-0051
10688,523 W 121st St,New York,NY,10027,36061020300,1-01976-0013
10689,59 Fourth Avenue,New York,NY,10003,36061004200,1-00555-0011
10690,200 Mercer St,New York,NY,10012,36061005501,1-00522-0004
10691,82 Irving Place,New York,NY,10003,36061005000,1-00875-0025
10692,"6425 BROADWAY,",BRONX,NY,10471,36005034500,2-05851-2105
10693,4138 Barnes Ave,Bronx,NY,10466,36005042200,2-04855-0051
10694,2418 Olinville Ave,Bronx,NY,10467,36005033202,2-04426-0010
10695,52 E 13th St,New Yok,NY,10003,36061006100,1-00564-0011
10696,2288 Mott Ave,Fark Rockaway,NY,11691,0,4-15663-0009
10697,534 Pennsylvania Ave,Brooklyn,NY,11207,36047112600,3-03822-0031
10698,783 Ocean Parkway,Brooklyn,NY,11230,36047046000,3-06494-0037
10699,2219 64th St,Brooklyn,NY,11204,36047043600,3-06552-0070
10700,7402 21st Ave,Brooklyn,NY,11204,36047026800,3-06218-0036
10701,"50 NORTH 5TH STREET,",BROOKLYN,NY,11249,36047055500,3-02341-0009
10702,2555 E 12th St,Brooklyn,NY,11235,36047058800,3074330150
10703,531 E 12th St,New York,NY,10009,36061003400,1004060048
10704,1960 Williamsbridge Road,Bronx,NY,10461,36005028800,2-04274-0064
10705,3070 Roberts Ave,Bronx,NY,10461,36005026602,2-04172-0007
10706,1052 Eastern Pkwy,Brooklyn,NY,11213,36047035102,3-01396-0013
10707,172 East 4th Street,New York,NY,10009,36061003200,1-00431-0025
10708,140 Thompson St,New York,NY,10012,36061004900,1-00516-0007
10709,31 E 12th St,New York,NY,10003,36061006100,1-00564-0001
10710,15 W 11th St,New York,NY,10011,36061006300,1-00575-0057
10711,305 W 18th St,New York,NY,10011,36061008900,1-00742-7501
10712,112 East 19th Street,New York,NY,10003,36061005000,1-00874-0069
10713,54 Riverside Dr,New York,NY,10024,36061016300,1-01186-0048
10714,16 E 98th St,New York,NY,10029,36061016002,1-01603-0060
10715,15 E 16th St,New York,NY,10003,36061005200,1-00844-0011
10716,222 W 15th St,New York,NY,10011,36061008100,1-00764-0051
10717,230 E 50th St,New York,NY,10022,36061009800,1-01323-0036
10718,243 Riverside Drive,New York,NY,10025,0,1-01887-0001
10719,30 E 21st St,New York,NY,10010,36061005200,1-00849-0055
10720,230 E 71st St,New York,NY,10021,36061012602,1-01425-0029
10721,160 W 16th St,New York,NY,10011,36061008100,1-00791-0078
10722,312 W 23rd St,New York,NY,10011,36061009300,1-00746-7506
10723,32 Morton St,New York,NY,10014,36061006700,1-00583-0029
10724,133 W 17th St,New York,NY,10011,36061008100,1-00793-0020
10725,136 W 22nd St,New York,NY,10011,36061008700,1-00797-7504
10726,350 E 54th St,New York,NY,10022,36061009800,1-01346-7503
10727,40 East 19th St,New York,NY,10003,36061005200,1-00847-0050
10728,193 Bleecker St,New York,NY,10012,36061006500,1-00542-7502
10729,102 Fulton St,New York,NY,10038,36061001502,1-00078-7506
10730,105 E 16th St,New York,NY,10003,36061005000,1-00872-7501
10731,105 E 19th St,New York,NY,10003,36061005000,1-00875-0008
10732,315 E 56th St,New York,NY,10022,36061010802,1-01349-0009
10733,319 W 18th St,New York,NY,10011,36061008900,1-00742-0022
