ID,Address,City,State,Zip Code,Census Tract,BBL
10061,215 -217 Bush Street,bronx,NY,10457,36005023502,2-02813-0001
10062,35-28 99th St,Queens,NY,11368,0,4-01739-0017
10063,309 E 164 Street,Bronx,NY,10456,36005017300,2-02432-0047
10064,"75 W Mosholu Pkwy N,","Bronx, NY",NY,10467,36005042100,2-03324-0011
10065,320 West 56th Street,Manhattan,NY,10019,36061013900,1-01046-0043
10066,1170 WALTON AVENUE,Bronx,NY,10452,36005019700,2-02463-0001
10067,112 TUDOR PLACE,Bronx,NY,10452,36005019700,2-02463-0011
10068,1176 WALTON AVENUE,Bronx,NY,10452,36005019700,2-02463-0006
10069,111 Tudor Place Bronx,New York,NY,10452,36005019700,2-02463-0063
10070,29-33 Avenue B,New Yok,NY,10009,36061002202,1-00385-0005
10071,310 W 47 St,New York,NY,10036,36061012700,1-01037-0038
10072,425-429 West 46th Street,New Yok,NY,10036,36061012700,1-01056-0019
10073,M Rapaport: 2710 Webb Ave,Bronx,NY,10468,0,2-03248-0105
10074,2857 Sedgwick Ave,Bronx,NY,10468,36005027300,2-03253-0262
10075,865 West End Ave,New York,NY,10025,36061019100,1-01890-0015
10076,8904 34 Ave,Queens,NY,11372,0,4-01450-0001
10077,144-27 35th Avenue,Queens,NY,11354,36081115900,4-04995-0073
10078,42-02 Kissena Boulevard,New York,NY,11355,36081085300,4-05134-0030
10079,"144-31 41st Avenue,",Queens,NY,11355,36081086300,4-05025-0070
10080,144-15 41st Avenue,Queens,NY,11355,36081086300,4-05025-0001
10081,39-20 Greenpoint Avenue,Queens,NY,11104,36081018900,4-00207-0001
10082,36-08 29th Street,Queens,NY,11106,36081005100,4-00343-0024
10083,579 Broadway,New York,NY,10012,36061004900,1-00512-0020
10084,43-08 41st St,Queens,NY,11104,36081018101,4-00189-0025
10085,1720 E 13th St,Brooklyn,NY,11229,36047055400,3-06795-0015
10086,2939 Avenue Y,Brooklyn,NY,11235,36047059402,3-07422-0040
10087,40 Lincoln Rd,Brooklyn,NY,11225,36047079802,3-05026-0056
10088,805 Ditmas Ave,Brooklyn,NY,11218,36047049200,3-05392-0052
10089,1060 Ocean Ave,Brooklyn,NY,11226,36047051800,3-05219-0029
10090,1463 Ocean Ave,Brooklyn,NY,11230,36047076200,3-07584-0012
10091,1086 Ocean Ave,Brooklyn,NY,11230,36047076400,3-05240-0110
10092,128 Linden Blvd,Brooklyn,NY,11226,36047082200,3-05087-0032
10093,2302 85th St,Brooklyn,NY,11214,36047029800,3-06858-0006
10094,2302 85th St,Brooklyn,NY,11218,36047029800,3-05357-0040
10095,420 Avenue F,Brooklyn,NY,11218,36047048400,3-05411-0023
10096,440 E 9th St,Brooklyn,NY,11218,36047049200,3-05392-0027
10097,93 Underhill Ave,Brooklyn,NY,11238,36047020500,3-01153-0010
10098,76-15 35th Ave,Queens,NY,11372,36081028700,4-01263-7501
10099,65-36 Wetherole Street,Queens,NY,11374,36081069701,4-03100-7501
10100,35-50 78th Street,Queens,NY,11372,36081028700,4-01277-7501
10101,37-27 86th Street,Queens,NY,11372,36081027900,4-01474-0058
10102,144-63 35th Ave,Queens,NY,11354,36081115900,4-04995-0058
10103,40-18 Hampton Street,Queens,NY,11373,36081026901,4-01505-0012
10104,96-11 65th Road,Queens,NY,11374,36081069701,4-03085-0036
10105,319 Beach 98th Street,Queens,NY,11694,0,4-16155-0021
10106,70 East 8th.Street,brooklyn,NY,11218,36047050401,3053210051
10107,1818 ave L,Brooklyn,NY,11219,36047053800,3067380007
10108,309 E 164 Street,Bronx,NY,10456,36005017300,2-02432-0047
10109,1800 Avenue L,Brooklyn,NY,11230,36047053800,3067380001
10110,1013 East 13 Street,Brooklyn,NY,11230,36047053400,3067150079
10111,1490 Ocean Avenue,Brooklyn,NY,11230,36047076200,3067120001
10112,P.O.Box 190322,Brooklyn,NY,11219,0,3067670006
10113,1800 Avenue L,Brooklyn,NY,11230,36047053800,3067380001;3067380007
10114,144 East 24th Street,New York,NY,10010,36061006800,1008790054
10115,66 AINSLIE ST,BROOKLYN,NY,11211,36047051300,3023750005
10116,101 East 10th Street,New York,NY,10003,36061004002,1004667501
10117,150 West 82nd Street,New York,NY,10024,36061016500,1012120053
10118,120 Riverside Drive,New York,NY,10024,36061017100,1.01E+19
10119,34-01 28 AVENUE,Queens,NY,11103,36081006501,4-00632-0075
10120,25-81 34 STREET,Queens,NY,11103,36081006501,4-00632-0001
10121,28-46 41 STREET,Queens,NY,11103,36081014700,4-00663-0037
10122,31-33 90 STREET,Queens,NY,11369,36081035100,4-01402-0036
10123,31-21 90 Street,Queens,NY,11369,36081035100,4-01402-0042
10124,42-15 34 AVENUE,Queens,NY,11101,36081015900,4-00690-0001
10125,31-45 Crescent Street,Queens,NY,11106,36081007500,4-00579-0032
10126,310 East Second Street,New York,NY,10009,36061002202,1-00372-0041
10127,802 Kings Highway,Brooklyn,NY,11223,36047041800,3-06665-0034
10128,64 05  53 DR,Maspeth,NY,11378,0,4023740106
10129,1022 East 36th Street,Brooklyn,NY,11210,36047074000,3-07617-0063
10130,"75 W Mosholu Pkwy N,","Bronx, NY",NY,10467,36005042100,2-03324-0011
10131,215 W 83 Street,Manhattan,NY,10024,36061017100,1-01231-0026
10132,320 West 56th Street,Manhattan,NY,10019,36061013900,1-01046-0043
10133,1170 WALTON AVENUE,Bronx,NY,10452,36005019700,2-02463-0001
10134,112 TUDOR PLACE,Bronx,NY,10452,36005019700,2-02463-0011
10135,1176 WALTON AVENUE,Bronx,NY,10452,36005019700,2-02463-0006
10136,111 Tudor Place Bronx,New York,NY,10452,36005019700,2-02463-0063
10137,29-33 Avenue B,New Yok,NY,10009,36061002202,1-00385-0005
10138,310 W 47 St,New York,NY,10036,36061012700,1-01037-0038
10139,425-429 West 46th Street,New Yok,NY,10036,36061012700,1-01056-0019
10140,309 E 164 Street,Bronx,NY,10456,36005017300,2-02432-0047
10141,"75 W Mosholu Pkwy N,","Bronx, NY",NY,10467,36005042100,2-03324-0011
10142,215 W 83 Street,Manhattan,NY,10024,36061017100,1-01231-0026
10143,320 West 56th Street,Manhattan,NY,10019,36061013900,1-01046-0043
10144,1170 WALTON AVENUE,Bronx,NY,10452,36005019700,2-02463-0001
10145,112 TUDOR PLACE,Bronx,NY,10452,36005019700,2-02463-0011
10146,111 Tudor Place Bronx,New York,NY,10452,36005019700,2-02463-0063
10147,29-33 Avenue B,New Yok,NY,10009,36061002202,1-00385-0005
10148,310 W 47 St,New York,NY,10036,36061012700,1-01037-0038
10149,425-429 West 46th Street,New Yok,NY,10036,36061012700,1-01056-0019
10150,309 E 164 Street,Bronx,NY,10456,36005017300,2-02432-0047
10151,"75 W Mosholu Pkwy N,","Bronx, NY",NY,10467,36005042100,2-03324-0011
10152,215 W 83 Street,Manhattan,NY,10024,36061017100,1-01231-0026
10153,320 West 56th Street,Manhattan,NY,10019,36061013900,1-01046-0043
10154,112 TUDOR PLACE,Bronx,NY,10452,36005019700,2-02463-0011
10155,1176 WALTON AVENUE,Bronx,NY,10452,36005019700,2-02463-0006
10156,111 Tudor Place Bronx,New York,NY,10452,36005019700,2-02463-0063
10157,119 Tudor PLACE Bronx,New York,NY,10452,36005019700,2-02463-0060
10158,29-33 Avenue B,New Yok,NY,10009,36061002202,1-00385-0005
10159,310 W 47 St,New York,NY,10036,36061012700,1-01037-0038
10160,425-429 West 46th Street,New Yok,NY,10036,36061012700,1-01056-0019
10161,230 East 44th Street,New York,NY,10017,36061008800,1-01317-0030
10162,300 East 46th Street,New York,NY,10017,36061009000,1-01338-0049
10163,500 Ft. Washington Avenue,New York,NY,10033,36061027300,1-02180-0013
10164,712 West 176th Street,New York,NY,10033,36061026300,1-02142-0211
10165,234 Union Avenue,Brooklyn,NY,11206,36047051100,3-03040-0001
10166,2844 Eighth Avenue,New York,NY,10039,0,1020360061
10167,2890 Eighth Avenue,New York,NY,10039,36061023600,1020390001
10168,2855 Eighth Avenue,New York,NY,10039,36061023502,1020460063
10169,41-19 41ST STREET,SUNNYSIDE,NY,11104,36081018102,4-00184-0014
10170,66 E Tremont Ave,Bronx,NY,10453,36005023301,2028280024
10171,866 E 178 Street,Bronx,NY,10460,36005036300,2031210014
10172,407 E 160 street,bronx,NY,10451,36005014100,2023820037
10173,180 Claremont Ave,New York,NY,10027,36061021100,1-01993-0112
10174,305 East 95th Street,New York,NY,10128,36061015601,1-01558-0005
10175,1574 56th St,Brooklyn,NY,11219,36047024000,3-05491-0037
10176,185 Marcy Ave,Brooklyn,NY,11211,36047052700,3-02151-0006
10177,440 Audubon Ave,New Yok,NY,10040,36061026900,1-02158-0016
10178,61 W 106th St,New York,NY,10025,36061019300,1-01842-0007
10179,730 Riverside Drive,New York,NY,10031,36061023700,1-02097-0014
10180,2334 Tiebout Ave,Bronx,NY,10458,36005038303,2-03143-0260
10181,1398 Grand Concourse,Bronx,NY,10456,36005017902,2-02831-0048
10182,123 Elliot Pl,Bronx,NY,10452,36005022102,2-02842-0080
10183,135 Elliot Pl,Bronx,NY,10452,36005022102,2-02842-0071
10184,1924 University Ave,Bronx,NY,10453,36005024300,2-02868-0100
10185,522 W 136th St,New York,NY,10031,36061022301,1-01988-0123
10186,"582 ST NICHOLAS AVENUE,",NEW YORK,NY,10030,36061022102,1-02048-0025
10187,175 Hawthorne St,Brooklyn,NY,11225,36047080200,3-05043-0071
10188,"265 Lafayette St,",New York,NY,10012,36061004300,1-00495-0011
10189,35 TENNIS COURT,BROOKLYN,NY,11226,36047051002,3-05099-0139
10190,1400 OCEAN AVENUE,Rooklyn,NY,11230,36047076200,3-06712-0056
10191,612 OCEAN AVENUE,BROOKLYN,NY,11226,36047051002,3-05100-0068
10192,25 TENNIS COURT,Brooklyn,NY,11226,36047051002,3-05099-0021
10193,635 Riverside Drive,New York,NY,10031,0,1-02088-0051
10194,475 Ocean Ave,Brooklyn,NY,11226,36047050801,3-05081-0058
10195,1834 Caton Ave,Brooklyn,NY,11226,36047050801,3-05080-0007
10196,990 President St,Brooklyn,NY,11225,36047021300,3-01188-0040
10197,66 W 77th St,New York,NY,10024,36061016100,1011290064
10198,237 Lafayette St,New York,NY,10012,36061004300,1-00495-0002
10199,139 Spring St,New York,NY,10012,36061004900,1-00500-7503
10200,426 Broome St,New York,NY,10013,36061004500,1-00482-0001
10201,9921 4th Avenue,Brooklyn,NY,11209,36047016200,3-06135-7501
10202,672-684 45th St,Brooklyn,NY,11220,36047009600,3-00749-0035
10203,1620 E 2 Street,Brooklyn,NY,11230,36047043800,3-06608-7501
10204,7814 4th Ave,Brooklyn,NY,11209,36047006400,3-05969-0044
10205,8701 Ridge Blvd,Brooklyn,NY,11209,36047006000,3-06048-0005
10206,52-05 39th Road,Woodside,NY,11377,36081025100,4-01235-0070
10207,601 79th Steet,Brooklyn,NY,11209,36047014200,3-05972-0001
10208,80 Avenue P,Brooklyn,NY,11204,36047042800,3-06619-0001
10209,88-12 Elmhurst Avenue,Elmhurst,NY,11373,36081046902,4-01555-0001
10210,7609 4th Avenue,Brooklyn,NY,11209,36047013600,3-05951-0001
10211,7802 4th Ave,Brooklyn,NY,11209,36047006400,3-05969-0038
10212,243 78th Street,Brooklyn,NY,11209,36047006400,3-05959-0062
10213,9801 Shore Road,Brooklyn,NY,11209,36047005601,3-06129-0004
10214,2665 Homecrest Avenue,Brooklyn,NY,11235,36047060600,3-07457-0055
10215,525 Ocean Parkway,Brooklyn,NY,11218,36047048400,3-05400-0091
10216,1345 4th Street,Brooklyn,NY,11230,36047044800,3-06540-0027
10217,2580 Ocean Parkway,Brooklyn,NY,11235,36047037401,3-07218-0059
10218,8847 Bay 16th Street,Brooklyn,NY,11214,36047017600,3-06462-0040
10219,2330 Voorhies Avenue,Brooklyn,NY,11235,36047060000,3-08782-0007
10220,8718 Ridge Blvd,Brooklyn,NY,11209,36047005000,3-06047-0031
10221,134-30 Franklin Ave,Queens,NY,11355,36081079702,4-05123-0051
10222,134-30 Franklin Ave,Queens,NY,11355,36081079702,4-05123-0051
10223,3132 Emmons Ave,Brooklyn,NY,11235,36047062200,3-08815-7501
10224,159 Gelston Ave,Brooklyn,NY,11209,36047016000,3-06110-0020
10225,390 Rugby Rd,Brooklyn,NY,11226,36047052000,3-05156-0015
10226,452 Park Pl,Brooklyn,NY,11238,36047021500,3-01167-0013
10227,570 Ocean Pkwy,Brooklyn,NY,11218,36047048400,3-05399-0041
10228,680 81 St,Brooklyn,NY,11228,36047014000,3-06000-0053
10229,7913 Bay Pkwy,Brooklyn,NY,11214,36047027000,3-06277-0001
10230,209 W 125th St,New York,NY,10027,36061022200,1-01931-0027
10231,961 Southern Blvd,Bronx,NY,10459,36005015900,2-02724-0178
10232,1040 Carroll Street,Brooklyn,NY,11225,36047032500,3-01287-0039
10233,200 E 8th St,Brooklyn,NY,11218,36047049400,3-05340-0018
10234,2015 ST PAUL AVENUE,Bronx,NY,10461,0,2-04247-0057
10235,8420 51 AVENUE,Queens,NY,11373,0,4015480006
10236,151 East 80th Street,New York,NY,10021,36061014000,1-01509-0020
10237,920 Riverside Drive,New York,NY,10024,36061024700,1-02136-0210
10238,628 West 151st Street,New York,NY,10031,36061023700,1-02097-0040
10239,330 West 58th Street,New York,NY,10019,36061013900,1-01048-0020
10240,1160 5th Avenue,New York,NY,10029,36061016002,1-01603-0001
10241,2175 Cedar Avenue,Bronx,NY,10468,36005025700,2-03233-0070
10242,2121 Cedar Avenue,Bronx,NY,10468,36005025700,2-03233-0082
10243,2101 Cedar Avenue,Bronx,NY,10468,36005025700,2-03233-0090
10244,1700 Grand Concourse,Bronx,NY,10457,36005022703,2-02823-0046
10245,1981-1995 Sedgwick Avenue,Bronx,NY,10453,36005024700,2-03230-0016
10246,939 Woodycrest Avenue,Bronx,NY,10452,36005018900,2-02511-0022
10247,930 Sheridan Avenue,Bronx,NY,10452,36005018302,2-02454-0019
10248,2400 Webb Avenue,Bronx,NY,10468,36005026300,2-03219-0055
10249,20-02 thru 20-12 Seagirt Blvd,Far Rockaway,NY,11691,36081099801,4-15780-0100
10250,20-16 thru 20-34 Seagirt Blvd,Far Rockaway,NY,11691,36081099801,4-15780-0020
10251,20-38 thru 20-50 Seagirt Blvd,Far Rockaway,NY,11691,36081099801,4-15810-0001
10252,20-41 thru 20-45 Seagirt Blvd,Far Rockaway,NY,11691,36081099802,4-15815-0220
10253,20-33 thru 20-39 Seagirt Blvd,Far Rockaway,NY,11691,36081099802,4-15810-0071
10254,146 Beach 24th Street,Far Rockaway,NY,11691,36081099802,4-15815-0071
10255,2160-2166 Matthews Ave,Bronx,NY,10462,36005022800,2-04323-0018
10256,1135 Pelham Pkwy North,Bronx,NY,10469,36005032600,2-04365-0064
10257,1770 Grand Concourse,Bronx,NY,10457,36005022901,2-02825-0017
10258,1540 Pelham Pkwy S,Bronx,NY,10461,36005029600,2-04222-0028
10259,1130 Pelham Pkwy S,Bronx,NY,10461,36005024800,2-04332-0005
10260,623 Broadway,New York,NY,10012,36061005501,1-00523-0047
10261,114 West 183rd Street,Bronx,NY,10453,36005025500,2-03224-0020
10262,1475 Wythe Place,Bronx,NY,10452,36005022300,2-02844-0095
10263,1192-96 Nelson Ave,Bronx,NY,10452,36005019900,2-02515-0009
10264,15 Marcy Place,Bronx,NY,10452,36005022101,2-02841-0001
10265,1500 Popham Ave,Bronx,NY,10453,36005020501,2-02877-0216
10266,1684-86 Grand Concourse,Bronx,NY,10457,36005022703,2-02823-0036
10267,1815 Monroe Ave,Bronx,NY,10457,36005022901,2-02800-0019
10268,1860 Grand Concourse,Bronx,NY,10457,36005023302,2-02801-0013
10269,1878 Harrison Ave,Bronx,NY,10453,36005024300,2-02869-0070
10270,1930 Anthony Ave,Bronx,NY,10457,36005038100,2-02814-0025
10271,35 East 176th Street,Bronx,NY,10453,36005023301,2-02851-0036
10272,840 Grand Concourse,Bronx,NY,10451,0,2-02459-0001
10273,2033 Valentine Ave,Bronx,NY,10457,36005038100,2-03149-0056
10274,2492 Devoe Terrace,Bronx,NY,10468,36005026300,2-03219-0175
10275,150 Brielle Avenue,Staten Island,NY,10314,36085018100,5-00955-0025
10276,250 PARK AVENUE,Staten Island,NY,10302,36085020702,5-01035-0019
10277,35 GORDON STREET,Staten Island,NY,10304,36085002100,5-00538-0012
10278,1440 Richmond Terracae,STATEN ISLAND,NY,10310,36085009701,5-00169-0035
10279,101 Myrtle Ave,Staten Island,NY,10310,36085010500,5-00182-0062
10280,4170 Carpenter Ave,Bronx,NY,10466,36005042000,2-04834-0052
10281,644 E 232nd St,Bronx,NY,10466,36005042000,2-04834-0063
10282,434 E 90th St,New York,NY,10128,36061015200,1-01569-0029
10283,"97 Charles St,",New York,NY,10014,36061007300,1-00621-0027
10284,33-51 84 Street,Queens,NY,11372,36081028100,4-01432-0039
10285,2039 Cruger Ave,Bronx,NY,10462,36005022404,2-04284-0001
10286,34-20 30 Street,Astoria NY,NY,11106,36081005300,4-00585-0035
10287,11-24 46th Ave,Long Island City,NY,11101,36081000702,4-00055-0033
10288,32-6 29th St,Astoria,NY,11106,36081005300,4-00580-0030
10289,45-45 46th St,Flushing,NY,11377,36081023502,4-00153-0007
10290,47-17 39th St,Long Island City,NY,11104,36081018900,4-00200-0023
10291,78-11 Kew Forest Ln,Flushing,NY,11375,36081076902,4-03347-0054
10292,92-06 63rd Avenue,Queens,NY,11374,36081069300,4-03094-0005
10293,37-51 89th St,Flushing,NY,11372,36081027701,4-01477-0050
10294,41-38 67th St,Flushing,NY,11377,36081026300,4-01306-0130
10295,556 3rd Ave,New York,NY,10016,36061008000,1-00892-7502
10296,435 East 86th St,New York,NY,10028,36061014402,1-01566-0014
10297,530 East 234th Street,Bronx,NY,10470,36005045101,2-03395-0047
10298,4206 Carpenter Ave,Bronx,NY,10466,36005042000,2-04994-0041
10299,40 Gold Street,New York,NY,10038,36061001502,1-00076-0024
10300,75-06 Woodside Ave,Elmhurst,NY,11373,36081048301,4-01519-0028
10301,41-84 Frame Place,Flushing,NY,11355,36081084901,4-05101-0042
10302,"42-72 80th St,",Queens,NY,11373,36081048100,4-01525-0047
10303,202 8th St,Brooklyn,NY,11215,36047012100,3010030038
10304,28-56 Steinway St,Queens,NY,11103,36081006502,4006620041
10305,254 Front St,New York,NY,10038,36061001501,1001070028
10306,41-24 50th St,Queens,NY,11377,36081025301,4001340039
10307,40-52 75th St,Queens,NY,11373,36081026700,4014850051
10308,41-05 74th St,Queens,NY,11373,36081026700,4014940029
10309,40-19 72nd St,Queens,NY,11377,36081026501,4013040021
10310,1212 Grant Ave,Bronx,NY,10456,36005017901,2-02450-0001
10311,829 Greenwood Ave,Brooklyn,NY,11218,36047050202,3-05279-0043
10312,409 West 129th Street,New York,NY,10027,36061021303,1-01969-0034
10313,225 Cross Bronx Expressway,Bronx,NY,10457,36005022901,2-02796-0050
10314,"15 West 63rd Street, New York",Manhattan,NY,10023,36061014900,1-01116-7502
10315,279 East 44th Street,New York,NY,10017,36061009000,1-01318-0022
10316,1960 Williamsbridge Road,Bronx,NY,10461,36005028800,2-04274-0064
10317,116 West 29th Street,New York,NY,10001,36061009500,1-00804-0049
10318,500 Nostrand Ave,Brooklyn,NY,11216,36047024500,3-01843-0020
10319,"1625 EMMONS AVENUE,",BROOKLYN,NY,11235,36047060800,3-08819-0011
10320,103 waverly place,New York,NY,10011,36061006300,1-00553-7501
10321,4005 Broadway,New York,NY,10032,36061025300,1-02138-0108
10322,420 64th Street,Brooklyn,NY,11220,36047012200,3-05818-7501
10323,321 Broadway,New York,NY,10007,36061003300,1-00152-7501
10324,18 Bridge Street,Brooklyn,NY,11201,36047002100,3000200021
10325,3822 Bailey Ave,Bronx,NY,10463,36005027900,2-03263-0025
10326,9 Deppe Pl,Staten Island,NY,10314,36085030301,5-01494-0050
10327,231 WEST 29 ST,NEW YORK,NY,10001,36061009500,1-00779-0017
10328,240 CENTRAL PARK SOUTH,NEW YORK,NY,10019,36061013700,1-01030-0058
10329,11-11 131st St,Queens,NY,11356,36081094500,4-04011-0024
10330,220 West 49th Street,New York,NY,10019,36061012500,1-00888-0055
10331,2158 Ocean Ave,Brooklyn,NY,11229,36047055000,3067827502
10332,999 Forest Av,Staten Island,NY,10310,36085014100,5002307501
10333,2511 Ocean Avenue,Brooklyn,NY,11229,36047057800,3073257501
10334,36-08 Bell Blvd,Queens,NY,11361,36081112300,4061720006
10335,1775 E 18 St,Brooklyn,NY,11229,36047055200,3-06801-0056
10336,1895 Belmont Avenue,Bronx,NY,10457,36005036901,2-02947-0040
10337,171 West 57th Street,New York,NY,10019,36061013700,1-01010-7504
10338,170 Parkside Avenue,Brooklyn,NY,11226,36047050804,3-05053-0028
10339,1064 Franklin Avenue,Bronx,NY,10456,36005018502,2-02607-0032
10340,1068 Franklin Avenue,Bronx,NY,10456,36005018502,2-02607-0034
10341,1776 Clay Avenue,Bronx,NY,10457,36005023100,2-02891-0037
10342,311 East 175th Street,Bronx,NY,10457,36005023100,2-02891-0057
10343,376 BROADWAY,NEW YORK,NY,10013,36061003100,1-00172-7501
10344,80 ELIZABETH STREET,New York,NY,10013,36061004100,1-00239-7501
10345,"135-11 40th ROAD,",Flushing,NY,11354,36081087100,4-05036-7501
10346,173 Henry Street,New York,NY,10002,36061000600,1-00284-0011
10347,179 Grand St,New York,NY,10013,36061004100,1-00236-7501
10348,200 Bowery,New York,NY,10012,36061004300,1-00492-7503
10349,424 Broadway,New York,NY,10013,36061004500,1-00209-7501
10350,7 Chatham Square,New Yok,NY,10038,36061002902,1-00162-7501
10351,172 East 4th Street,New York,NY,10009,36061003200,1-00431-0025
10352,15 E 16th St,New York,NY,10003,36061005200,1-00844-0011
10353,140 Thompson St,New York,NY,10012,36061004900,1-00516-0007
10354,31 E 12th St,New York,NY,10003,36061006100,1-00564-0001
10355,15 W 11th St,New York,NY,10011,36061006300,1-00575-0057
10356,112 East 19th Street,New York,NY,10003,36061005000,1-00874-0069
10357,54 Riverside Dr,New York,NY,10024,36061016300,1-01186-0048
10358,305 W 18th St,New York,NY,10011,36061008900,1-00742-7501
10359,16 E 98th St,New York,NY,10029,36061016002,1-01603-0060
10360,200 E 28th St,New York,NY,10016,36061006600,1-00908-7501
10361,222 W 15th St,New York,NY,10011,36061008100,1-00764-0051
10362,243 Riverside Drive,New York,NY,10025,0,1-01887-0001
10363,230 E 50th St,New York,NY,10022,36061009800,1-01323-0036
10364,230 E 71st St,New York,NY,10021,36061012602,1-01425-0029
10365,30 E 21st St,New York,NY,10010,36061005200,1-00849-0055
10366,312 W 23rd St,New York,NY,10011,36061009300,1-00746-7506
10367,32 Morton St,New York,NY,10014,36061006700,1-00583-0029
10368,160 W 16th St,New York,NY,10011,36061008100,1-00791-0078
10369,133 W 17th St,New York,NY,10011,36061008100,1-00793-0020
10370,350 E 54th St,New York,NY,10022,36061009800,1-01346-7503
10371,40 East 19th St,New York,NY,10003,36061005200,1-00847-0050
10372,136 W 22nd St,New York,NY,10011,36061008700,1-00797-7504
10373,193 Bleecker St,New York,NY,10012,36061006500,1-00542-7502
10374,102 Fulton St,New York,NY,10038,36061001502,1-00078-7506
10375,105 E 16th St,New York,NY,10003,36061005000,1-00872-7501
10376,105 E 19th St,New York,NY,10003,36061005000,1-00875-0008
10377,315 E 56th St,New York,NY,10022,36061010802,1-01349-0009
10378,319 W 18th St,New York,NY,10011,36061008900,1-00742-0022
10379,333 E 41st St,New York,NY,10017,36061008800,1-01334-0013
10380,4 West 109th St,New York,NY,10025,36061019300,1-01844-0037
10381,420 West 14th St,New York,NY,10014,36061007900,1-00646-0030
10382,43 Walker St,New York,NY,10013,36061003300,1-00193-7508
10383,45 Morningisde Drive,New York,NY,10025,36061019701,1-01867-0060
10384,61 East 11th St,New York,NY,10003,36061006100,1-006563-0045
10385,65 Cooper Square,New York,NY,10003,36061003800,1-00463-7501
10386,8684 20 Ave,Brooklyn,NY,11214,36047028400,3-06374-0001
10387,2744 Bedford Ave,Brooklyn,NY,11210,36047077200,3-05245-0045
10388,367 95 St,Brooklyn,NY,11209,36047005400,3-06114-0049
10389,752 60 St,Brooklyn,NY,11220,36047011800,3-05785-0023
10390,969 43 St,Brooklyn,NY,11219,36047011200,3-05595-0043
10391,69-39 Yellowstone Blvd,Forest Hills,NY,11375,36081073900,4-02213-0001
10392,1001 St. Nicholas Ave,New York,NY,10032,36061024500,1-02109-0046
10393,1155 Walton Ave,Bronx,NY,10452,36005019700,2-02479-0042
10394,1176 Webster Avenue,Bronx,NY,10456,36005014500,2-02394-0005
10395,2266 Gleason Avenue,Bronx,NY,10462,36005009200,2-03820-0042
10396,2267 Haviland Avenue,Bronx,NY,10462,36005009200,2-03819-0050
10397,2475 Tiebout Avenue,Bronx,NY,10458,36005039902,2-03148-0029
10398,175 Zoe St,Staten Island,NY,10305,36085011401,5-03543-7501
10399,215 Hart Blvd,Staten Island,NY,10301,36085005901,5-00250-7501
10400,155 Bay St,Staten Island,NY,10301,36085000300,5-00001-7502
10401,120 Wellington Ct,Staten Island,NY,10314,36085027702,5-02451-7501
10402,452 Fort Washington Ave,New York,NY,10033,36061026500,1-02176-0100
10403,135 West 17th Street,New York,NY,10011,36061008100,1-00793-0017
10404,138 West 17th Street,New York,NY,10011,36061008100,1-00792-7502
10405,231 Bowery,New York,NY,10002,36061003601,1-00426-0010
10406,341-343 St Nicholas Ave,New Yok,NY,10027,36061021303,1-01954-0050
10407,41 Elizabeth Street,New York,NY,10013,36061002902,1-00204-0024
10408,474-478 W 158th St,New Yok,NY,10032,36061023900,1-02108-0035
10409,56 Court St,Brooklyn,NY,11201,36047000900,3-00265-7501
10410,452 Fort Washington Ave,New York,NY,10033,36061026500,1-02176-0100
10411,135 West 17th Street,New York,NY,10011,36061008100,1-00793-0017
10412,138 West 17th Street,New York,NY,10011,36061008100,1-00792-7502
10413,231 Bowery,New York,NY,10002,36061003601,1-00426-0010
10414,341-343 St Nicholas Ave,New Yok,NY,10027,36061021303,1-01954-0050
10415,41 Elizabeth Street,New York,NY,10013,36061002902,1-00204-0024
10416,474-478 W 158th St,New Yok,NY,10032,36061023900,1-02108-0035
10417,111-46 76 DRIVE,Queens,NY,11375,36081076902,4-03342-0022
10418,20 Continental Ave,Queens,NY,11375,0,4-03253-0051
10419,110-20 73rd Road,Queens,NY,11375,36081076901,4-03293-0074
10420,138-20 31st Road,Queens,NY,11354,36081088902,4-04374-0035
10421,69-40 108th Street,Queens,NY,11375,36081073900,4-02213-0018
10422,89-50 56th Ave,Queens,NY,11373,36081068300,4-01845-0010
10423,61-88 Dry Harbor Road,Queens,NY,11379,36081067900,4-02945-0001
10424,106-15 Queens Blvd,Forest Hills,NY,11375,36081073900,4-02214-0001
10425,135-10 Grand Central Pkwy,Queens,NY,11435,36081022001,4-06636-0001
10426,110-11 72 Ave,Queens,NY,11375,36081075702,4-02235-0001
10427,110-40 72nd Ave,Forest Hills,NY,11375,36081075702,4-02236-0012
10428,67-67 Burns Street,Forest Hills,NY,11375,0,4-03166-0095
10429,211 East 35th St,New York,NY,10016,36061007800,1-00916-0009
10430,99-15 66th Ave,Queens,NY,11374,36081071304,4-02116-0065
10431,117-14 Union Turnpike,Kew Gardens,NY,11415,36081077300,4-03316-0010
10432,41-60 JUDGE STREET,Queens,NY,11373,36081026902,4-01507-0054
10433,225 EAST 26 STREET,New York,NY,10010,36061006600,1-00907-0016
10434,711 West End Ave,New York,NY,10025,36061018300,1-01253-0021
10435,1901 84th St,Brooklyn,NY,11209,36047028400,3-06328-0001
10436,599 East 18th St,Brooklyn,NY,11226,36047051800,3-05218-0039
10437,86-45 St James Ave,Flushing,NY,11373,0,4-01581-0028
10438,40-15 81st St,Flushing,NY,11373,36081026901,4-01492-0049
